community,cross,domain_citation,domain_document,edge,epoch,global,motif,node,struct,total
1.4312855005264282,1.2576496601104736,1.0,1.0,0.5954256355762482,1.0,0.01052004098892212,1.3621717691421509,1.4003040194511414,1.1464409828186035,6.4828948974609375
